SalesID,MachineID,ModelID,YearMade,UsageBand,saledate,fiModelDesc,fiBaseModel,fiProductClassDesc,state,ProductGroupDesc,Blade_Type,Differential_Type,Steering_Controls
4359132,2273478,9124,1998,Medium,5/14/12 0:00,WA500,WA500,Wheel Loader - 275.0 to 350.0 Horsepower,Ohio,Wheel Loader,,,
4359152,2273478,28587,1991,Medium,5/15/12 0:00,PC220LC5L,PC220,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Florida,Track Excavators,,,
4359169,2273478,23810,2003,Medium,5/3/12 0:00,WA500-3LK,WA500,Wheel Loader - 275.0 to 350.0 Horsepower,Nevada,Wheel Loader,,,
4359825,2268800,28618,2002,Medium,5/15/12 0:00,PC300LC6L,PC300,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Florida,Track Excavators,,,
4359874,2268800,23623,2000,Medium,6/20/12 0:00,PC400LC6LK,PC400,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Colorado,Track Excavators,,,
4359883,2268800,23752,2002,Medium,5/17/12 0:00,PC300LC7L,PC300,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Texas,Track Excavators,,,
4359885,2268800,385,2003,Medium,5/21/12 0:00,PC200LC7,PC200,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Illinois,Track Excavators,,,
4359917,2268800,35908,1997,Low,5/3/12 0:00,PC200LC6LEAVANCE,PC200,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Nevada,Track Excavators,,,
4359919,2268800,23752,2002,Medium,5/7/12 0:00,PC300LC7L,PC300,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Texas,Track Excavators,,,
4359937,2292069,5264,1990,Low,5/15/12 0:00,D37E,D37,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Florida,Track Type Tractors,No,,
4360167,2281386,222,1000,Medium,5/7/12 0:00,D41P-6,D41,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Texas,Track Type Tractors,PAT,,
4360242,2272705,385,2002,Medium,5/17/12 0:00,PC200LC7,PC200,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Texas,Track Excavators,,,
4360344,2276393,5273,2000,Medium,5/7/12 0:00,D41E,D41,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Texas,Track Type Tractors,PAT,,
4360989,2310066,28486,2000,,5/7/12 0:00,PC210LC6K,PC210,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Texas,Track Excavators,,,
4361131,2278022,16535,2006,Low,5/1/12 0:00,PC27MR-2,PC27,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Arizona,Track Excavators,,,
4361480,2277671,222,2005,Medium,5/7/12 0:00,D41P-6,D41,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Texas,Track Type Tractors,PAT,,
4361518,2286788,16362,2005,Medium,5/7/12 0:00,GD655-3,GD655,Motorgrader - 145.0 to 170.0 Horsepower,Texas,Motor Graders,,,
4361797,2307290,16638,2004,Medium,5/14/12 0:00,PC78MR-6,PC78,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",Ohio,Track Excavators,,,
4361902,2277885,28540,2006,Medium,5/7/12 0:00,PC138USLC2E0,PC138,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Texas,Track Excavators,,,
4362065,2298192,28588,2005,Medium,5/2/12 0:00,PC220LC7L,PC220,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Louisiana,Track Excavators,,,
4362139,2305507,28607,2004,Medium,6/14/12 0:00,PC270LC7L,PC270,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Washington,Track Excavators,,,
4362237,2310108,11989,2004,Medium,5/22/12 0:00,PC300LC7,PC300,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Illinois,Track Excavators,,,
4362238,2310108,11989,2004,Medium,5/21/12 0:00,PC300LC7,PC300,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Illinois,Track Excavators,,,
4362276,2284779,16562,2005,Medium,5/7/12 0:00,PC308USLC3,PC308,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Texas,Track Excavators,,,
4362801,2300591,16490,2006,Low,5/1/12 0:00,PC18MR-2,PC18,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Arizona,Track Excavators,,,
4362802,2300591,16490,2006,Low,5/2/12 0:00,PC18MR-2,PC18,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Arizona,Track Excavators,,,
4363091,2284985,16506,2008,High,5/2/12 0:00,PC200LC8,PC200,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Louisiana,Track Excavators,,,
4363093,2284985,16506,2008,High,5/3/12 0:00,PC200LC8,PC200,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Louisiana,Track Excavators,,,
4363646,2284212,23810,2006,High,5/15/12 0:00,WA500-3LK,WA500,Wheel Loader - 275.0 to 350.0 Horsepower,Florida,Wheel Loader,,Standard,Conventional
4363907,2310491,619,2007,Low,6/29/12 0:00,WA380-5,WA380,Wheel Loader - 175.0 to 200.0 Horsepower,Arizona,Wheel Loader,,Standard,Conventional
4363919,2307261,658,2004,Low,5/3/12 0:00,WB140-2,WB140,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,,,
4363920,2307261,658,2004,Low,5/2/12 0:00,WB140-2,WB140,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,,,
4363925,2310672,16743,2004,,5/7/12 0:00,WB140-2N,WB140,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
4363933,2291804,9133,2005,Low,5/2/12 0:00,WB140,WB140,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,,,
4363939,2312773,16743,2006,Low,5/7/12 0:00,WB140-2N,WB140,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
4363941,2312773,9133,2005,Low,5/2/12 0:00,WB140,WB140,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,,,
4363942,2312773,9133,2005,Low,5/3/12 0:00,WB140,WB140,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,,,
4364082,2288455,9042,1000,Medium,5/15/12 0:00,PC150,PC150,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Florida,Track Excavators,,,
4364085,2288455,9042,1000,Medium,5/16/12 0:00,PC150,PC150,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Florida,Track Excavators,,,
4364522,1789509,337,1998,Low,5/18/12 0:00,PC128UU-1,PC128,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",California,Track Excavators,,,
4364527,1789509,337,1998,Low,5/17/12 0:00,PC128UU-1,PC128,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",California,Track Excavators,,,
4364552,1789509,9042,1993,Medium,5/14/12 0:00,PC150,PC150,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Ohio,Track Excavators,,,
4366781,2296727,9383,1000,Low,6/5/12 0:00,LS2800,LS2800,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Wisconsin,Track Excavators,,,
4366809,2292086,9383,1000,,6/12/12 0:00,LS2800,LS2800,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Texas,Track Excavators,,,
4367025,2280037,5433,1996,Medium,6/20/12 0:00,2800Q,2800,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Colorado,Track Excavators,,,
4367062,2283284,5432,1998,,6/12/12 0:00,2700Q,2700,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Texas,Track Excavators,,,
4367110,2285570,5434,1000,Medium,6/6/12 0:00,3400Q,3400,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",California,Track Excavators,,,
4367120,2301111,5434,1999,,5/3/12 0:00,3400Q,3400,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Nevada,Track Excavators,,,
4367122,2301111,5434,1999,,5/4/12 0:00,3400Q,3400,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Nevada,Track Excavators,,,
4367162,2304323,17011,2007,Medium,6/27/12 0:00,210XII,210,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",North Carolina,Track Excavators,,,
4367177,2300650,5432,1998,Low,6/20/12 0:00,2700Q,2700,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Tennessee,Track Excavators,,,
4367342,2301914,5429,2005,Medium,6/26/12 0:00,210LX,210,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Georgia,Track Excavators,,,
4367353,2292056,5429,2006,Medium,6/26/12 0:00,210LX,210,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Georgia,Track Excavators,,,
4367401,2306332,17017,2003,Low,6/5/12 0:00,290LX,290,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Maryland,Track Excavators,,,
4367475,2313642,2415,2007,High,6/28/12 0:00,330LX,330,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Pennsylvania,Track Excavators,,,
4367538,2306651,9393,1997,Medium,5/15/12 0:00,LS5800,LS5800,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Florida,Track Excavators,,,
4367540,2306651,9393,1997,Medium,5/16/12 0:00,LS5800,LS5800,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Florida,Track Excavators,,,
4367572,2308514,5436,1998,Medium,5/21/12 0:00,4300Q,4300,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Illinois,Track Excavators,,,
4367573,2308514,5436,1998,Medium,5/22/12 0:00,4300Q,4300,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Illinois,Track Excavators,,,
4367578,2309688,5436,1998,Medium,6/19/12 0:00,4300Q,4300,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",North Dakota,Track Excavators,,,
4367628,2267357,9393,1000,Low,6/22/12 0:00,LS5800,LS5800,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Montana,Track Excavators,,,
4367635,2267193,5437,1999,Medium,6/29/12 0:00,5800Q,5800,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Missouri,Track Excavators,,,
4367638,2282128,5437,2000,Medium,6/8/12 0:00,5800Q,5800,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",California,Track Excavators,,,
4367659,2297109,17017,2003,Medium,6/5/12 0:00,290LX,290,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Maryland,Track Excavators,,,
4369537,2277408,17232,2005,Medium,6/26/12 0:00,325G,325,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Utah,Track Excavators,,,
4369540,2277408,17232,2006,Low,5/2/12 0:00,325G,325,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Louisiana,Track Excavators,,,
4369542,2277408,17232,2004,Medium,5/3/12 0:00,325G,325,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Nevada,Track Excavators,,,
4369543,2277408,17232,2007,Medium,5/7/12 0:00,325G,325,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Texas,Track Excavators,,,
4369708,2267787,9508,2006,Low,5/2/12 0:00,331,331,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Louisiana,Track Excavators,,,
4369712,2267787,17241,1000,Low,6/27/12 0:00,331G,331,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Minnesota,Track Excavators,,,
4369846,2307407,17245,2005,Medium,5/7/12 0:00,341G,341,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",Texas,Track Excavators,,,
4370052,2267217,9563,1000,Low,5/8/12 0:00,863,863,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4370053,2267217,9563,1000,Low,5/7/12 0:00,863,863,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4370231,2272365,9548,1000,,5/7/12 0:00,743,743,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4370561,2288602,9552,1995,Medium,6/22/12 0:00,773,773,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Montana,Skid Steer Loaders,,,
4371353,2298235,9566,1996,Medium,5/15/12 0:00,873,873,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4371386,2304689,9566,1999,,5/15/12 0:00,873,873,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4371458,2311980,9566,2000,Medium,6/5/12 0:00,873,873,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
4371543,2292725,9563,1997,Low,5/7/12 0:00,863,863,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4371712,2282999,9563,2000,Medium,5/21/12 0:00,863,863,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
4371730,2282999,9563,2000,Medium,6/5/12 0:00,863,863,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
4371930,2284607,9549,1998,Low,5/7/12 0:00,751,751,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4371969,2302753,9550,1999,Medium,5/17/12 0:00,753,753,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4371970,2302753,9550,1999,Medium,5/21/12 0:00,753,753,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
4371973,2302753,9550,1998,Medium,6/5/12 0:00,753,753,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Wisconsin,Skid Steer Loaders,,,
4372022,2299659,9550,2001,Medium,5/21/12 0:00,753,753,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
4372100,2298428,9550,2003,Medium,5/3/12 0:00,753,753,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Nevada,Skid Steer Loaders,,,
4372101,2298428,9550,2002,,5/7/12 0:00,753,753,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4372105,2298428,9550,2002,High,5/15/12 0:00,753,753,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4372256,2303133,9552,2000,,5/7/12 0:00,773,773,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4372260,2303133,9552,2000,Medium,5/15/12 0:00,773,773,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4372508,2302763,9578,2002,Medium,5/7/12 0:00,S185,S185,Skid Steer Loader - Unidentified,Texas,Skid Steer Loaders,,,
4372513,2302763,9578,2002,Medium,5/15/12 0:00,S185,S185,Skid Steer Loader - Unidentified,Florida,Skid Steer Loaders,,,
4372514,2302763,9552,2001,Medium,5/14/12 0:00,773,773,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Ohio,Skid Steer Loaders,,,
4372720,2271969,17276,2002,Medium,5/21/12 0:00,883,883,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
4372835,2268560,9579,2003,Medium,5/14/12 0:00,S250,S250,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Ohio,Skid Steer Loaders,,,
4372837,2268560,9579,2002,Medium,5/15/12 0:00,S250,S250,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4373001,2272379,9518,2002,Low,5/15/12 0:00,463,463,Skid Steer Loader - 0.0 to 701.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4373165,2266824,36033,2003,High,5/7/12 0:00,S150,S150,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4373351,2287745,17309,2003,Medium,5/7/12 0:00,S130,S130,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4373357,2287745,17309,2005,Low,6/26/12 0:00,S130,S130,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Georgia,Skid Steer Loaders,,,
4373517,2274931,9578,2005,Medium,5/21/12 0:00,S185,S185,Skid Steer Loader - Unidentified,Illinois,Skid Steer Loaders,,,
4373835,1916305,17311,2005,Low,6/5/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
4373840,1916305,17311,2005,Medium,5/15/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4373854,1916305,17311,2004,Medium,6/8/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,California,Skid Steer Loaders,,,
4373856,1916305,17311,2004,Medium,5/21/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
4374225,2278259,17314,2005,,5/15/12 0:00,S300,S300,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4374466,2296229,17303,2006,Medium,5/7/12 0:00,M700,M700,Skid Steer Loader - 976.0 to 1251.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4374688,2288407,36033,2005,Medium,5/2/12 0:00,S150,S150,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,,,
4374693,2288407,36033,2005,High,5/7/12 0:00,S150,S150,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4375186,2267028,17306,2005,Medium,6/14/12 0:00,MT52,MT52,Skid Steer Loader - 0.0 to 701.0 Lb Operating Capacity,Washington,Skid Steer Loaders,,,
4375209,2313535,36013,2005,Low,5/7/12 0:00,442,442,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Texas,Track Excavators,,,
4375293,2308152,17309,2006,Medium,5/2/12 0:00,S130,S130,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,,,
4375294,2308152,17309,2007,Medium,6/26/12 0:00,S130,S130,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Utah,Skid Steer Loaders,,,
4375296,2308152,17309,2006,Medium,5/14/12 0:00,S130,S130,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Ohio,Skid Steer Loaders,,,
4375297,2308152,17309,2006,High,5/15/12 0:00,S130,S130,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4375301,2308152,17309,2007,Medium,5/7/12 0:00,S130,S130,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4375395,2310197,36033,2006,Low,5/21/12 0:00,S150,S150,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
4375489,2297904,17311,2006,High,5/14/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Ohio,Skid Steer Loaders,,,
4375491,2297904,17311,2005,Medium,5/17/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4375564,2292253,9578,2006,Low,5/2/12 0:00,S185,S185,Skid Steer Loader - Unidentified,Louisiana,Skid Steer Loaders,,,
4375753,2311861,9579,2008,High,5/7/12 0:00,S250,S250,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4375765,2311861,9579,2007,High,5/21/12 0:00,S250,S250,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
4376303,2272921,9518,2005,Low,5/3/12 0:00,463,463,Skid Steer Loader - 0.0 to 701.0 Lb Operating Capacity,Nevada,Skid Steer Loaders,,,
4376539,2269116,17231,2006,Low,5/3/12 0:00,323,323,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Nevada,Track Excavators,,,
4376548,2269116,17231,2006,Low,5/2/12 0:00,323,323,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Louisiana,Track Excavators,,,
4376613,2312361,36001,2008,Low,6/29/12 0:00,430G,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Missouri,Track Excavators,,,
4376623,2312361,35998,2004,Medium,5/14/12 0:00,430AG,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Ohio,Track Excavators,,,
4377062,2290613,17311,2008,High,5/15/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4377065,2290613,17311,2008,Medium,5/7/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4377076,2279041,17312,2009,High,5/15/12 0:00,S205,S205,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
4377153,2285915,9579,2010,High,5/21/12 0:00,S250,S250,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
4377274,2283065,17231,2008,Low,6/12/12 0:00,323,323,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Texas,Track Excavators,,,
4377285,2274690,36001,2008,Low,6/29/12 0:00,430G,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Missouri,Track Excavators,,,
4379950,2281907,5658,2003,Low,6/26/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Georgia,Backhoe Loaders,,,
4379952,2281907,5658,2003,Medium,5/15/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Florida,Backhoe Loaders,,,
4379997,2308460,17432,2006,Medium,5/7/12 0:00,LB75,LB75,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
4380508,2283541,17472,2000,High,5/7/12 0:00,LX565,LX565,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4380509,2283541,17472,2000,High,5/8/12 0:00,LX565,LX565,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4380531,2282976,17475,1996,,6/6/12 0:00,LX885,LX885,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Michigan,Skid Steer Loaders,,,
4380907,2277270,17440,1000,Medium,5/21/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
4381019,2287943,17443,2004,Medium,6/21/12 0:00,LS185B,LS185,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Ohio,Skid Steer Loaders,,,
4383337,2311343,12267,1995,Medium,5/7/12 0:00,SL120-2,SL120,Wheel Loader - 120.0 to 135.0 Horsepower,Texas,Wheel Loader,,Standard,Conventional
4383338,2311343,12267,1995,Medium,5/8/12 0:00,SL120-2,SL120,Wheel Loader - 120.0 to 135.0 Horsepower,Texas,Wheel Loader,,Standard,Conventional
4383417,2268360,17592,2002,,6/12/12 0:00,1500D,1500,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
4383572,2275307,17625,2000,Low,5/7/12 0:00,HR40,HR40,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",Texas,Track Excavators,,,
4385638,2277396,17802,2004,,5/7/12 0:00,HR2.0,HR2.0,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Texas,Track Excavators,,,
4386476,2305035,17801,2005,Low,5/15/12 0:00,HR18,HR18,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Florida,Track Excavators,,,
4386630,2279956,17805,2004,Low,5/2/12 0:00,HR32,HR32,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Louisiana,Track Excavators,,,
4386676,2297193,17798,2006,Low,5/15/12 0:00,HR14,HR14,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,Track Excavators,,,
4386721,2293388,17793,2006,Low,5/2/12 0:00,HR1.6,HR1.6,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Louisiana,Track Excavators,,,
4388054,2298123,17982,2007,Medium,5/2/12 0:00,TXC140LC1,TXC140,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Louisiana,Track Excavators,,,
4388406,2310887,17976,2004,,5/7/12 0:00,TX760B,TX760,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
4388453,2272797,17976,2005,Medium,5/7/12 0:00,TX760B,TX760,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
4388455,2272797,17976,2005,Medium,5/8/12 0:00,TX760B,TX760,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
4388626,2293917,17976,2005,,6/12/12 0:00,TX760B,TX760,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
4388671,2305638,17976,2007,Low,5/2/12 0:00,TX760B,TX760,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,,,
4390262,2287176,18145,2004,Low,5/1/12 0:00,EC20BXTV,EC20,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Arizona,Track Excavators,,,
4392603,2283116,18111,2004,Low,5/1/12 0:00,BL70,BL70,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Arizona,Backhoe Loaders,,,
4392690,2299914,18134,2001,Medium,5/15/12 0:00,EC150LC,EC150,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Florida,Track Excavators,,,
4392913,2309859,22810,2000,High,6/27/12 0:00,EC240LC,EC240,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Minnesota,Track Excavators,,,
4392951,2273428,18157,2004,High,5/15/12 0:00,EC240BLC,EC240,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Florida,Track Excavators,,,
4393021,2280264,18164,2003,,5/1/12 0:00,EC290BLC,EC290,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Arizona,Track Excavators,,,
4393040,2268184,2633,2002,Medium,5/15/12 0:00,EC290LC,EC290,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Florida,Track Excavators,,,
4393127,2305093,18164,2006,,5/16/12 0:00,EC290BLC,EC290,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Florida,Track Excavators,,,
