SalesID,SalePrice,MachineID,ModelID,YearMade,UsageBand,Quantity Sold,saledate,fiProductClassDesc,state,ProductGroupDesc,Hydraulics,Blade_Type,Blade_type_cost,Differential_Type,Differential_type_cost,Steering_Controls,Steering_control_cost,Cost Price
1140486,11350,1020113,16770,2008,Low,40.00,2/3/11 0:00,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140488,36000,33437,4124,1000,Low,40.00,4/16/09 0:00,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Alabama,Track Type Tractors,2 Valve,Straight,2000,None or Unspecified,1200,None or Unspecified,1000,16400
1140491,37000,1028244,460,1996,Medium,100.00,1/28/10 0:00,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",New Mexico,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140492,72000,980380,90,1994,High,78,10/18/07 0:00,Wheel Loader - 275.0 to 350.0 Horsepower,Utah,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140497,23000,1047549,4642,2005,High,300.00,11/11/10 0:00,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Maryland,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140501,32000,1013480,26278,1994,Low,90,8/24/06 0:00,Wheel Loader - 135.0 to 150.0 Horsepower,Michigan,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140503,37000,533883,1536,2004,Medium,48.00,3/22/07 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140508,59000,786899,3775,2002,Low,97,6/14/07 0:00,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140510,11000,1038372,18189,2005,High,120.00,2/10/11 0:00,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",Montana,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140511,32500,1067818,415,1994,High,356.00,5/20/04 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",North Carolina,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140513,67000,156006,24028,2004,Medium,130.00,4/22/10 0:00,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Georgia,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140519,18000,1057549,25020,2000,Low,200.00,6/29/06 0:00,Backhoe Loader - Unidentified,Kentucky,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140523,31500,607338,3538,2000,Medium,100.00,7/15/04 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140524,37000,1016417,4712,2000,Medium,90.00,8/24/06 0:00,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Kentucky,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140525,72000,134305,2768,1995,High,50.00,6/16/05 0:00,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Georgia,Track Type Tractors,2 Valve,Semi U,2000,None or Unspecified,1200,None or Unspecified,1000,16400
1140527,72000,1053434,4754,2002,Low,20,9/10/09 0:00,Wheel Loader - 175.0 to 200.0 Horsepower,Idaho,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140536,40000,117445,28637,2002,High,40.00,6/25/09 0:00,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",California,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140540,6000,1004908,9552,2001,Low,100.00,12/15/10 0:00,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Hawaii,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140546,38500,1005830,3170,2004,Medium,78.00,8/20/09 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Ohio,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140549,19500,62359,7255,1999,Medium,300,6/1/06 0:00,Wheel Loader - 60.0 to 80.0 Horsepower,Louisiana,Wheel Loader,3 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140550,11500,1062099,9118,1000,low,90,6/25/09 0:00,Wheel Loader - 200.0 to 225.0 Horsepower,North Carolina,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140552,33000,1012774,4701,1997,low,100,10/4/07 0:00,Wheel Loader - 120.0 to 135.0 Horsepower,Georgia,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140553,11000,1007370,22072,2005,Medium,90.00,4/17/09 0:00,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140565,29500,1062837,492,1000,High,50.00,5/17/07 0:00,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Texas,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140566,32000,1023454,4228,1992,Low,20.00,2/12/04 0:00,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Utah,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140569,57000,1035975,3357,1985,low,80.00,5/4/06 0:00,Motorgrader - 130.0 to 145.0 Horsepower,California,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140577,43000,1026254,15142,1000,Low,40.00,6/17/04 0:00,"Hydraulic Excavator, Track - 50.0 to 66.0 Metric Tons",California,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140578,89000,998796,11256,2002,Medium,100.00,3/9/06 0:00,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Florida,Track Type Tractors,2 Valve,Straight,2000,None or Unspecified,1200,None or Unspecified,1000,16400
1140583,15000,393391,7019,2003,Medium,78.00,10/19/06 0:00,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Missouri,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140584,95000,1049022,23623,2000,High,100.00,12/1/05 0:00,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Colorado,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140588,73000,1063590,4035,1000,Low,90.00,2/25/10 0:00,"Track Type Tractor, Dozer - 260.0 + Horsepower",Arizona,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140590,61000,619883,23162,2007,High,50.00,11/4/10 0:00,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Texas,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140591,64000,216497,1263,1998,Medium,20.00,7/28/05 0:00,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Virginia,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140593,11000,1058760,9049,1000,low,40.00,12/14/06 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Georgia,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140595,28000,1042248,3350,1974,low,80.00,10/6/05 0:00,Motorgrader - 45.0 to 130.0 Horsepower,Florida,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140597,78000,778212,1623,2002,High,78.00,8/11/05 0:00,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Florida,Track Type Tractors,2 Valve,VPAT,2000,None or Unspecified,1200,None or Unspecified,1000,16400
1140604,36000,15647,1536,2004,High,300.00,4/12/07 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1140613,20500,1037411,3415,1000,Low,100.00,3/23/07 0:00,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Oklahoma,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140614,57000,1062092,77,1997,Medium,90,1/26/06 0:00,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140622,28000,1009344,11618,2000,Medium,50.00,11/18/10 0:00,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",New York,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140623,18000,1025753,4794,1995,Medium,20.00,12/15/05 0:00,Backhoe Loader - 16.0 + Ft Standard Digging Depth,West Virginia,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140628,7500,1020175,17234,2002,Low,80.00,6/25/09 0:00,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Maryland,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140629,23500,1005112,28546,2001,Medium,100.00,8/13/09 0:00,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Pennsylvania,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140638,14000,1012918,9578,2003,Medium,78.00,3/22/07 0:00,Skid Steer Loader - Unidentified,Ohio,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140640,10000,1050349,1889,1998,low,300.00,6/2/11 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",North Carolina,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1140641,31500,1067959,222,1998,Medium,90.00,12/15/05 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Ohio,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140646,62000,1005116,22242,2003,Low,48.00,1/25/07 0:00,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Florida,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140652,49000,388818,77,1995,High,97,10/25/07 0:00,Wheel Loader - 150.0 to 175.0 Horsepower,Missouri,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140654,18000,1051818,15771,2004,Low,120.00,3/9/06 0:00,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,California,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140656,9000,1033313,3196,2004,Medium,356.00,5/19/11 0:00,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140660,40000,1062140,14308,1999,Medium,130.00,3/12/08 0:00,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Illinois,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140662,6250,1037746,10168,1999,Low,200.00,9/22/05 0:00,Skid Steer Loader - 0.0 to 701.0 Lb Operating Capacity,Ohio,Skid Steer Loaders,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140664,35000,1039609,26077,2004,Medium,120,6/18/09 0:00,Wheel Loader - 120.0 to 135.0 Horsepower,Alabama,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140665,10500,1030640,4089,1000,Low,100.00,8/13/09 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",North Carolina,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140666,15000,191366,3567,1000,Medium,90.00,3/5/09 0:00,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140667,17000,999996,36014,2004,Medium,50.00,6/16/11 0:00,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Colorado,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140669,28500,601590,3538,2000,High,20.00,11/17/05 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140671,95000,764248,3858,1999,High,40,6/16/05 0:00,Wheel Loader - 225.0 to 250.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Command Control,3000,25000
1140673,44000,1002805,5892,1997,Low,80,8/9/07 0:00,Wheel Loader - 135.0 to 150.0 Horsepower,Ohio,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140677,14000,1015189,7110,1000,Medium,40.00,9/7/06 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,West Virginia,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140679,24000,1062934,2151,2002,Medium,100.00,2/12/10 0:00,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Louisiana,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140684,11000,1003106,1907,1000,low,78.00,10/22/10 0:00,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",New York,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140685,19000,1032838,4763,1989,Low,300.00,12/14/05 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",West Virginia,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1140689,34000,1044272,22805,2005,Medium,90.00,6/18/09 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Louisiana,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140690,51000,1064628,3877,1000,Medium,48,10/19/06 0:00,Wheel Loader - 275.0 to 350.0 Horsepower,Nevada,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140698,43000,152082,1376,1996,Medium,97.00,3/5/09 0:00,"Hydraulic Excavator, Track - 66.0 to 90.0 Metric Tons",Georgia,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140699,15000,186547,2758,1997,Medium,120.00,8/20/09 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Colorado,Track Type Tractors,4 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140702,18500,47997,3417,2006,Medium,356.00,8/10/06 0:00,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140703,48000,20094,4149,1995,Medium,130.00,8/27/09 0:00,"Track Type Tractor, Dozer - 260.0 + Horsepower",Alabama,Track Type Tractors,2 Valve,Semi U,2000,None or Unspecified,1200,None or Unspecified,1000,16400
1140716,10000,1013207,22072,2004,Low,200.00,6/25/09 0:00,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140720,65000,562493,1169,2005,Low,100.00,1/28/10 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",North Carolina,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140725,11250,1018218,10499,1991,low,90,7/28/05 0:00,Wheel Loader - 90.0 to 100.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140736,41000,1031754,9055,1000,Low,50.00,11/11/10 0:00,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Alabama,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140741,15000,1001921,367,1000,low,40.00,6/25/09 0:00,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",New York,Track Excavators,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140742,34000,1012177,11398,2005,Medium,80.00,11/20/08 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Oregon,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140746,71000,1019666,4149,1000,Low,40.00,12/6/07 0:00,"Track Type Tractor, Dozer - 260.0 + Horsepower",Pennsylvania,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140747,51000,588389,1596,2000,Medium,100.00,3/11/04 0:00,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Texas,Track Type Tractors,4 Valve,VPAT,2000,None or Unspecified,1200,None or Unspecified,1000,16400
1140749,44000,265267,1177,1996,Low,78.00,10/19/06 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Tennessee,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140753,25000,1029326,2324,2000,Medium,300,3/5/09 0:00,Wheel Loader - 120.0 to 135.0 Horsepower,Virginia,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140757,37000,1061298,3552,2005,High,90.00,7/7/11 0:00,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Colorado,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140759,16500,1025550,17975,2002,Low,48.00,7/9/09 0:00,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,California,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140763,29000,745249,1557,2005,Low,120.00,7/16/09 0:00,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",California,Track Type Tractors,4 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140765,8000,241652,7036,1999,Medium,356.00,10/25/07 0:00,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Iowa,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140770,25500,1033911,192,2004,Medium,200.00,12/3/09 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1140771,6750,1064227,3135,2002,Medium,100.00,8/27/09 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Oregon,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140774,18500,313889,9578,2005,Medium,90.00,10/25/07 0:00,Skid Steer Loader - Unidentified,Nevada,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140783,19000,1046994,4752,1991,Low,50,3/11/04 0:00,Wheel Loader - 175.0 to 200.0 Horsepower,Texas,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140784,30000,1043645,22350,2005,Low,20.00,3/13/09 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Alabama,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140785,13000,1031651,4579,1998,Low,40,1/29/04 0:00,Wheel Loader - 60.0 to 80.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140786,57000,580848,1211,2000,Medium,40.00,8/13/09 0:00,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Indiana,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140789,25500,1065317,4666,2003,Low,100.00,4/16/08 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",New York,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140792,11500,1043399,36231,2000,Medium,78.00,7/9/09 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Wyoming,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140793,37000,1016640,18139,2006,Medium,300.00,8/20/09 0:00,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",New Jersey,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140797,8000,1066484,7999,2000,low,90.00,4/15/04 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140801,69000,453455,1169,2001,Medium,48.00,9/20/07 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",California,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140802,34000,1053349,1586,1996,Medium,97.00,1/25/07 0:00,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Maryland,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140808,29000,1009149,5887,1998,High,120,9/9/05 0:00,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140814,18000,1061996,1878,1999,Low,356.00,2/25/10 0:00,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Alabama,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140817,19000,1010163,17318,2004,Low,130.00,6/15/06 0:00,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Ohio,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140821,8500,1034038,5264,1998,low,200.00,2/25/10 0:00,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",West Virginia,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1140826,12000,1058599,16535,2005,Low,100.00,1/28/10 0:00,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140828,89000,1038770,16591,2004,High,90.00,8/5/10 0:00,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",North Carolina,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140831,40000,1016805,22312,2004,Low,50.00,8/23/07 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Alabama,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140832,13000,1037007,1889,1996,Low,20.00,12/12/08 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140843,27500,1052659,3171,1999,low,40.00,9/8/05 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Michigan,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140845,61000,732066,3357,1000,Low,100.00,9/6/07 0:00,Motorgrader - 130.0 to 145.0 Horsepower,Florida,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140847,74000,414482,3362,1993,Medium,78.00,9/9/05 0:00,Motorgrader - 145.0 to 170.0 Horsepower,Florida,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140848,126000,104209,23926,2002,low,300.00,7/28/05 0:00,Motorgrader - 130.0 to 145.0 Horsepower,Florida,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140855,10500,316029,7009,2003,low,90.00,8/11/05 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Nevada,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140858,87000,521243,1453,2006,High,100,4/12/07 0:00,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Limited Slip,2000,Conventional,1500,17000
1140860,50500,1042031,617,1997,Low,90,6/15/06 0:00,Wheel Loader - 175.0 to 200.0 Horsepower,Michigan,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140867,10000,1022929,3355,1000,low,50.00,12/7/06 0:00,Motorgrader - 45.0 to 130.0 Horsepower,Georgia,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140868,8000,1014689,22072,2005,Medium,20.00,5/26/11 0:00,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,New Mexico,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140871,38000,265000,3539,2004,Medium,80.00,10/25/07 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140878,62000,802858,3783,2001,High,40,7/28/05 0:00,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140880,74000,1039597,18230,2005,High,100,10/21/10 0:00,Wheel Loader - 200.0 to 225.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1140882,18500,1066040,19339,2001,Medium,78.00,5/19/05 0:00,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Texas,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1140898,17500,741343,7009,2003,Medium,100.00,6/17/04 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,California,Skid Steer Loaders,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
