SalesID,SalePrice,MachineID,ModelID,YearMade,UsageBand,Quantity_sold,saledate,fiProductClassDesc,state,ProductGroupDesc,Hydraulics,Blade_Type,Blade_type_cost,Differential_Type,Differential_type_cost,Steering_Controls,Steering_control_cost,Cost Price,saleYear,saleMonth,saleDay,saleDayofweek,saledayofyear
1142527.0,20500.0,350651.0,3854.0,1975.0,low,120.0,2005-07-28,Wheel Loader - 150.0 to 175.0 Horsepower,West Virginia,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,7.0,28.0,3.0,209.0
1139997.0,82000.0,758118.0,1623.0,2002.0,High,200.0,2005-07-28,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Florida,Track Type Tractors,2 Valve,VPAT,2000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,16400.0,2005.0,7.0,28.0,3.0,209.0
1139820.0,37000.0,765068.0,1535.0,2002.0,High,90.0,2005-07-28,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,Track Type Tractors,2 Valve,PAT,3000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,20400.0,2005.0,7.0,28.0,3.0,209.0
1143604.0,18000.0,1018691.0,4793.0,1991.0,Low,50.0,2005-07-28,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,7.0,28.0,3.0,209.0
1140591.0,64000.0,216497.0,1263.0,1998.0,Medium,20.0,2005-07-28,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Virginia,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,7.0,28.0,3.0,209.0
1146216.0,8500.0,1045793.0,6270.0,2000.0,Low,200.0,2005-07-28,Skid Steer Loader - 701.0 to 976.0 Lb Operating Capacity,North Carolina,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,7.0,28.0,3.0,209.0
1144726.0,14500.0,1069063.0,3170.0,1988.0,Medium,80.0,2005-07-28,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,West Virginia,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,7.0,28.0,3.0,209.0
1141587.0,42000.0,801856.0,1535.0,2002.0,High,50.0,2005-07-28,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,7.0,28.0,3.0,209.0
1140878.0,62000.0,802858.0,3783.0,2001.0,High,40.0,2005-07-28,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,7.0,28.0,3.0,209.0
1144730.0,24500.0,1039852.0,4124.0,1978.0,low,100.0,2005-07-28,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",West Virginia,Track Type Tractors,2 Valve,U,2000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,16400.0,2005.0,7.0,28.0,3.0,209.0
1145850.0,14500.0,1040424.0,1532.0,1990.0,Medium,48.0,2005-07-28,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",West Virginia,Track Type Tractors,2 Valve,PAT,3000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,20400.0,2005.0,7.0,28.0,3.0,209.0
1144238.0,20000.0,620243.0,7026.0,2004.0,Low,78.0,2005-07-28,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Texas,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,7.0,28.0,3.0,209.0
1147778.0,18000.0,409056.0,3546.0,1995.0,High,80.0,2005-07-28,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,North Carolina,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,7.0,28.0,3.0,209.0
1140917.0,17000.0,1006481.0,10494.0,1988.0,Low,100.0,2005-07-28,Wheel Loader - 275.0 to 350.0 Horsepower,Montana,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,7.0,28.0,3.0,209.0
1143099.0,19000.0,1064575.0,4146.0,1974.0,Low,48.0,2005-07-28,"Track Type Tractor, Dozer - 260.0 + Horsepower",Missouri,Track Type Tractors,2 Valve,Straight,2000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,16400.0,2005.0,7.0,28.0,3.0,209.0
1143618.0,17000.0,1054517.0,4200.0,1990.0,low,78.0,2005-08-03,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Alabama,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,3.0,2.0,215.0
1143118.0,37000.0,760627.0,1535.0,2002.0,Medium,90.0,2005-08-11,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1144045.0,56000.0,788916.0,1580.0,2002.0,High,50.0,2005-08-11,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1144039.0,56000.0,712297.0,1451.0,2002.0,High,90.0,2005-08-11,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,8.0,11.0,3.0,223.0
1148204.0,56000.0,783455.0,1580.0,2002.0,High,200.0,2005-08-11,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1141728.0,46000.0,822135.0,3466.0,2001.0,High,100.0,2005-08-11,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Maine,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1140597.0,78000.0,778212.0,1623.0,2002.0,High,78.0,2005-08-11,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Florida,Track Type Tractors,2 Valve,VPAT,2000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,16400.0,2005.0,8.0,11.0,3.0,223.0
1146563.0,45000.0,1027158.0,3855.0,1985.0,low,300.0,2005-08-11,Wheel Loader - 175.0 to 200.0 Horsepower,Kansas,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,8.0,11.0,3.0,223.0
1144026.0,98000.0,412272.0,3824.0,2002.0,High,50.0,2005-08-11,Wheel Loader - 175.0 to 200.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,8.0,11.0,3.0,223.0
1148154.0,44000.0,787865.0,1580.0,2002.0,High,78.0,2005-08-11,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,Track Type Tractors,2 Valve,PAT,3000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,20400.0,2005.0,8.0,11.0,3.0,223.0
1141118.0,18000.0,1040795.0,9581.0,2002.0,High,130.0,2005-08-11,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1139982.0,56000.0,71931.0,1096.0,2002.0,Medium,120.0,2005-08-11,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",Louisiana,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1143938.0,12000.0,306493.0,7009.0,2003.0,High,200.0,2005-08-11,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Nevada,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1144500.0,33000.0,794282.0,1535.0,2002.0,High,200.0,2005-08-11,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,Track Type Tractors,2 Valve,PAT,3000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,20400.0,2005.0,8.0,11.0,3.0,223.0
1142149.0,12500.0,307642.0,7009.0,2003.0,High,20.0,2005-08-11,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Nevada,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1147733.0,18000.0,56092.0,7019.0,2002.0,Low,78.0,2005-08-11,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1147766.0,14000.0,587890.0,9113.0,1984.0,low,48.0,2005-08-11,Wheel Loader - 135.0 to 150.0 Horsepower,Florida,Wheel Loader,3 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,8.0,11.0,3.0,223.0
1145226.0,55000.0,1061251.0,2232.0,1999.0,Medium,50.0,2005-08-11,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Kentucky,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1145505.0,86000.0,535684.0,23926.0,1998.0,Medium,80.0,2005-08-11,Motorgrader - 130.0 to 145.0 Horsepower,Florida,Motor Graders,Base + 1 Function,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1140855.0,10500.0,316029.0,7009.0,2003.0,low,90.0,2005-08-11,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Nevada,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1140175.0,8500.0,1060760.0,9563.0,1996.0,Medium,90.0,2005-08-11,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Kansas,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1139535.0,10000.0,1002296.0,3166.0,1984.0,low,80.0,2005-08-11,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Kansas,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1147695.0,25500.0,1040030.0,3171.0,1000.0,Low,100.0,2005-08-11,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Wisconsin,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1139733.0,17000.0,1042436.0,4089.0,1980.0,Low,50.0,2005-08-11,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",California,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1143694.0,17000.0,65215.0,7017.0,2002.0,Low,90.0,2005-08-11,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1142127.0,23000.0,1035979.0,5273.0,1998.0,Medium,40.0,2005-08-11,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Kentucky,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,11.0,3.0,223.0
1146316.0,10000.0,1066513.0,5528.0,1999.0,Low,300.0,2005-08-25,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Michigan,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1142272.0,18000.0,52596.0,7012.0,2003.0,Low,100.0,2005-08-25,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1143142.0,11500.0,1060925.0,9507.0,2001.0,Low,200.0,2005-08-25,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Texas,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1144093.0,12500.0,450421.0,7118.0,1988.0,Low,97.0,2005-08-25,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Nevada,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1141242.0,47000.0,1047408.0,5174.0,2001.0,High,200.0,2005-08-25,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Kentucky,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1145692.0,17500.0,48561.0,7046.0,2002.0,High,90.0,2005-08-25,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Louisiana,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1146464.0,30000.0,59761.0,7057.0,1996.0,low,300.0,2005-08-25,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Louisiana,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1146866.0,24000.0,776176.0,7255.0,1999.0,low,100.0,2005-08-25,Wheel Loader - 60.0 to 80.0 Horsepower,Kentucky,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,8.0,25.0,3.0,237.0
1140058.0,9750.0,1040223.0,17438.0,2000.0,Medium,78.0,2005-08-25,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,West Virginia,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1147827.0,7000.0,1032258.0,17592.0,2002.0,Low,100.0,2005-08-25,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Missouri,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1141183.0,30500.0,52633.0,3539.0,2003.0,Low,20.0,2005-08-25,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1145575.0,24000.0,54478.0,3538.0,1997.0,Medium,90.0,2005-08-25,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1145744.0,25000.0,1052217.0,3547.0,2000.0,Medium,120.0,2005-08-25,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1144059.0,20000.0,37948.0,7046.0,2002.0,Medium,20.0,2005-08-25,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Louisiana,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1148253.0,61000.0,70770.0,1126.0,2002.0,High,50.0,2005-08-25,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Louisiana,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1146913.0,31000.0,5797.0,1578.0,2001.0,High,40.0,2005-08-25,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Louisiana,Track Type Tractors,2 Valve,PAT,3000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,20400.0,2005.0,8.0,25.0,3.0,237.0
1144937.0,16500.0,149434.0,7023.0,2002.0,Medium,100.0,2005-08-25,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Alabama,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1144490.0,44000.0,1068347.0,3822.0,1988.0,Medium,78.0,2005-08-25,Wheel Loader - 150.0 to 175.0 Horsepower,Alabama,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,8.0,25.0,3.0,237.0
1146370.0,15000.0,1012875.0,17313.0,2003.0,Medium,20.0,2005-08-25,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1146706.0,30500.0,70090.0,3539.0,2003.0,Low,40.0,2005-08-25,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1141027.0,44000.0,1006927.0,2232.0,1996.0,Medium,100.0,2005-08-25,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Kentucky,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1144952.0,54000.0,1066684.0,3855.0,1987.0,Medium,20.0,2005-08-25,Wheel Loader - 175.0 to 200.0 Horsepower,Alabama,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,8.0,25.0,3.0,237.0
1145352.0,43000.0,133264.0,3783.0,2001.0,High,80.0,2005-08-25,Wheel Loader - 120.0 to 135.0 Horsepower,Georgia,Wheel Loader,3 Valve,None or Unspecified,1000.0,Limited Slip,2000.0,Conventional,1500.0,17000.0,2005.0,8.0,25.0,3.0,237.0
1140191.0,25000.0,46998.0,7052.0,1998.0,Medium,120.0,2005-08-25,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Louisiana,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1140177.0,30500.0,37575.0,3539.0,2003.0,Low,48.0,2005-08-25,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,8.0,25.0,3.0,237.0
1143003.0,55000.0,999782.0,4503.0,1999.0,Low,120.0,2005-09-08,Motorgrader - 130.0 to 145.0 Horsepower,Kansas,Motor Graders,Base + 1 Function,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,8.0,3.0,251.0
1148026.0,51000.0,756195.0,1276.0,1994.0,low,100.0,2005-09-08,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",California,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,8.0,3.0,251.0
1145845.0,18500.0,1026517.0,4104.0,1978.0,Medium,300.0,2005-09-08,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",California,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,8.0,3.0,251.0
1140843.0,27500.0,1052659.0,3171.0,1999.0,low,40.0,2005-09-08,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Michigan,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,8.0,3.0,251.0
1142693.0,10500.0,1021465.0,18670.0,2003.0,Medium,40.0,2005-09-08,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,North Carolina,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,8.0,3.0,251.0
1147430.0,46000.0,737490.0,3877.0,1984.0,low,300.0,2005-09-08,Wheel Loader - 275.0 to 350.0 Horsepower,California,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,9.0,8.0,3.0,251.0
1141759.0,16000.0,1052765.0,26073.0,1990.0,low,120.0,2005-09-08,Wheel Loader - 350.0 to 500.0 Horsepower,North Carolina,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,9.0,8.0,3.0,251.0
1141785.0,29500.0,1067452.0,3357.0,1980.0,low,90.0,2005-09-08,Motorgrader - 130.0 to 145.0 Horsepower,Texas,Motor Graders,Base + 1 Function,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,8.0,3.0,251.0
1145704.0,34500.0,1054225.0,5273.0,1998.0,Medium,100.0,2005-09-08,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Kentucky,Track Type Tractors,2 Valve,PAT,3000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,20400.0,2005.0,9.0,8.0,3.0,251.0
1142701.0,78000.0,1014523.0,28618.0,2000.0,High,90.0,2005-09-09,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Florida,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,9.0,4.0,252.0
1140808.0,29000.0,1009149.0,5887.0,1998.0,High,120.0,2005-09-09,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,9.0,9.0,4.0,252.0
1141517.0,63000.0,1019563.0,3362.0,1990.0,Low,48.0,2005-09-09,Motorgrader - 145.0 to 170.0 Horsepower,Florida,Motor Graders,Base + 1 Function,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,9.0,4.0,252.0
1140847.0,74000.0,414482.0,3362.0,1993.0,Medium,78.0,2005-09-09,Motorgrader - 145.0 to 170.0 Horsepower,Florida,Motor Graders,Base + 1 Function,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,9.0,4.0,252.0
1144186.0,44000.0,1037840.0,3806.0,1995.0,Low,97.0,2005-09-09,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,9.0,9.0,4.0,252.0
1143350.0,67000.0,537053.0,1211.0,1998.0,High,40.0,2005-09-09,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Florida,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,9.0,4.0,252.0
1148140.0,54000.0,1056299.0,5892.0,1999.0,High,100.0,2005-09-09,Wheel Loader - 135.0 to 150.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,9.0,9.0,4.0,252.0
1143410.0,67000.0,414462.0,3362.0,1991.0,low,100.0,2005-09-09,Motorgrader - 145.0 to 170.0 Horsepower,Florida,Motor Graders,Base + 1 Function,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,9.0,4.0,252.0
1144811.0,73000.0,913626.0,1211.0,1999.0,Medium,100.0,2005-09-13,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Kentucky,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,13.0,1.0,256.0
1142553.0,56000.0,1027480.0,85.0,1993.0,Medium,100.0,2005-09-22,Wheel Loader - 200.0 to 225.0 Horsepower,Missouri,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,9.0,22.0,3.0,265.0
1146600.0,10000.0,1034680.0,4697.0,1985.0,low,300.0,2005-09-22,Wheel Loader - 100.0 to 110.0 Horsepower,California,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,9.0,22.0,3.0,265.0
1147918.0,17500.0,1043047.0,4604.0,1998.0,Low,40.0,2005-09-22,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,22.0,3.0,265.0
1144589.0,55000.0,1015921.0,22810.0,2000.0,Medium,78.0,2005-09-22,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Texas,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2005.0,9.0,22.0,3.0,265.0
1139884.0,27000.0,440524.0,3855.0,1985.0,low,130.0,2005-09-22,Wheel Loader - 175.0 to 200.0 Horsepower,Mississippi,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2005.0,9.0,22.0,3.0,265.0
